FirstName,LastName,Username,Email,Password,DateOfBirth,PhoneNumber,Address,City,AcademicProgram
Nga,Ngo,nga.ngo2033,nga.ngo2033@student.sims.edu,,2003-10-15,555-9712,167 Hai Ba Trung,Ho Chi Minh,Business
Yen,Hoang,yen.hoang2034,yen.hoang2034@student.sims.edu,,2003-06-18,555-9860,878 Nguyen Hue,Nha Trang,Computer Science
Tam,Ngo,tam.ngo2035,tam.ngo2035@student.sims.edu,,2002-12-10,555-4423,147 Tran Phu,Ha Noi,Physics
An,Le,an.le2036,an.le2036@student.sims.edu,,2001-05-18,555-1004,662 Le Loi,Hue,Physics
Binh,Hoang,binh.hoang2037,binh.hoang2037@student.sims.edu,,2001-10-06,555-8179,523 Hai Ba Trung,Da Nang,Mathematics
Vy,Ho,vy.ho2038,vy.ho2038@student.sims.edu,,2002-10-01,555-8743,828 Nguyen Hue,Hai Phong,Mathematics
Giang,Huynh,giang.huynh2039,giang.huynh2039@student.sims.edu,,2003-03-04,555-8391,800 Le Loi,Hai Phong,Electronics
Khanh,Bui,khanh.bui2040,khanh.bui2040@student.sims.edu,,2001-01-12,555-8386,964 Nguyen Hue,Da Nang,Physics
Giang,Pham,giang.pham2041,giang.pham2041@student.sims.edu,,2004-08-01,555-1892,171 Le Loi,Can Tho,Electronics
Mai,Vu,mai.vu2042,mai.vu2042@student.sims.edu,,2005-05-04,555-9460,413 Nguyen Hue,Ha Noi,Mathematics
Giang,Tran,giang.tran2043,giang.tran2043@student.sims.edu,,2002-02-16,555-6229,429 Tran Phu,Hai Phong,Mathematics
Trang,Ho,trang.ho2044,trang.ho2044@student.sims.edu,,2004-06-02,555-6448,583 Nguyen Hue,Da Nang,Information Technology
Nga,Duong,nga.duong2045,nga.duong2045@student.sims.edu,,2002-06-07,555-4190,692 Tran Phu,Da Nang,Mathematics
Thao,Dang,thao.dang2046,thao.dang2046@student.sims.edu,,2005-11-16,555-5283,546 Nguyen Hue,Ha Noi,Mathematics
Quyen,Bui,quyen.bui2047,quyen.bui2047@student.sims.edu,,2001-10-25,555-4382,776 Nguyen Hue,Can Tho,Information Technology
Minh,Duong,minh.duong2048,minh.duong2048@student.sims.edu,,2005-08-13,555-8699,90 Nguyen Hue,Nha Trang,Computer Science
An,Ngo,an.ngo2049,an.ngo2049@student.sims.edu,,2003-03-06,555-1370,735 Tran Phu,Nha Trang,Physics
Dung,Dang,dung.dang2050,dung.dang2050@student.sims.edu,,2004-07-25,555-1897,828 Tran Phu,Hai Phong,Electronics
Bao,Bui,bao.bui2051,bao.bui2051@student.sims.edu,,2001-04-17,555-1559,262 Hai Ba Trung,Hai Phong,Information Technology
Ngoc,Hoang,ngoc.hoang2052,ngoc.hoang2052@student.sims.edu,,2004-10-08,555-5370,636 Tran Phu,Nha Trang,Business
Binh,Dang,binh.dang2053,binh.dang2053@student.sims.edu,,2005-11-06,555-1331,360 Nguyen Hue,Can Tho,Mathematics
Linh,Ly,linh.ly2054,linh.ly2054@student.sims.edu,,2001-04-18,555-9799,983 Nguyen Hue,Hai Phong,Information Technology
Tuan,Tran,tuan.tran2055,tuan.tran2055@student.sims.edu,,2003-02-08,555-3146,18 Hai Ba Trung,Da Nang,Computer Science
Duc,Ho,duc.ho2056,duc.ho2056@student.sims.edu,,2005-08-20,555-7382,303 Hai Ba Trung,Can Tho,Mathematics
Giang,Ho,giang.ho2057,giang.ho2057@student.sims.edu,,2002-08-23,555-1810,649 Nguyen Hue,Ha Noi,Electronics
Son,Hoang,son.hoang2058,son.hoang2058@student.sims.edu,,2002-08-08,555-9273,278 Nguyen Hue,Da Nang,Physics
Hai,Hoang,hai.hoang2059,hai.hoang2059@student.sims.edu,,2001-07-10,555-7452,193 Le Loi,Hue,Computer Science
Nam,Le,nam.le2060,nam.le2060@student.sims.edu,,2003-09-15,555-6420,234 Tran Phu,Can Tho,Physics
Phong,Vu,phong.vu2061,phong.vu2061@student.sims.edu,,2004-09-16,555-3820,927 Le Loi,Ha Noi,Computer Science
Hai,Le,hai.le2062,hai.le2062@student.sims.edu,,2004-01-07,555-7537,398 Tran Phu,Ho Chi Minh,Information Technology
Khanh,Dang,khanh.dang2063,khanh.dang2063@student.sims.edu,,2004-11-23,555-6299,415 Nguyen Hue,Ha Noi,Mathematics
Binh,Ngo,binh.ngo2064,binh.ngo2064@student.sims.edu,,2004-09-08,555-4615,457 Nguyen Hue,Hue,Mathematics
An,Ngo,an.ngo2065,an.ngo2065@student.sims.edu,,2005-04-16,555-5481,731 Le Loi,Da Nang,Electronics
Trang,Bui,trang.bui2066,trang.bui2066@student.sims.edu,,2001-10-01,555-1254,492 Tran Phu,Nha Trang,Business
Hai,Dang,hai.dang2067,hai.dang2067@student.sims.edu,,2004-03-14,555-8731,828 Hai Ba Trung,Ha Noi,Computer Science
Nga,Tran,nga.tran2068,nga.tran2068@student.sims.edu,,2004-03-03,555-6020,481 Nguyen Hue,Nha Trang,Information Technology
Tuan,Pham,tuan.pham2069,tuan.pham2069@student.sims.edu,,2003-03-14,555-7520,907 Tran Phu,Nha Trang,Physics
Chi,Do,chi.do2070,chi.do2070@student.sims.edu,,2003-04-02,555-6863,630 Nguyen Hue,Can Tho,Electronics
Son,Vo,son.vo2071,son.vo2071@student.sims.edu,,2002-08-07,555-3109,795 Hai Ba Trung,Hai Phong,Mathematics
Nga,Dang,nga.dang2072,nga.dang2072@student.sims.edu,,2002-06-22,555-6141,99 Tran Phu,Hai Phong,Business
Ha,Nguyen,ha.nguyen2073,ha.nguyen2073@student.sims.edu,,2004-05-18,555-3951,624 Nguyen Hue,Ho Chi Minh,Electronics
Trang,Do,trang.do2074,trang.do2074@student.sims.edu,,2003-11-21,555-8457,455 Tran Phu,Hai Phong,Computer Science
Hai,Bui,hai.bui2075,hai.bui2075@student.sims.edu,,2002-11-14,555-8544,401 Hai Ba Trung,Da Nang,Information Technology
Hai,Ly,hai.ly2076,hai.ly2076@student.sims.edu,,2003-03-16,555-3440,186 Le Loi,Nha Trang,Electronics
Bao,Le,bao.le2077,bao.le2077@student.sims.edu,,2001-03-10,555-5081,48 Le Loi,Hue,Electronics
Ngoc,Tran,ngoc.tran2078,ngoc.tran2078@student.sims.edu,,2003-10-13,555-8809,395 Hai Ba Trung,Ha Noi,Information Technology
Giang,Hoang,giang.hoang2079,giang.hoang2079@student.sims.edu,,2001-04-26,555-2691,487 Le Loi,Da Nang,Business
Dung,Duong,dung.duong2080,dung.duong2080@student.sims.edu,,2002-05-25,555-4885,165 Hai Ba Trung,Da Nang,Electronics
Dung,Vo,dung.vo2081,dung.vo2081@student.sims.edu,,2002-10-11,555-2989,819 Hai Ba Trung,Hai Phong,Information Technology
Nam,Tran,nam.tran2082,nam.tran2082@student.sims.edu,,2001-08-10,555-1180,516 Le Loi,Hue,Computer Science
Tam,Dang,tam.dang2083,tam.dang2083@student.sims.edu,,2001-07-12,555-5595,832 Le Loi,Nha Trang,Computer Science
Dung,Vu,dung.vu2084,dung.vu2084@student.sims.edu,,2003-07-10,555-5968,82 Le Loi,Nha Trang,Electronics
Quyen,Bui,quyen.bui2085,quyen.bui2085@student.sims.edu,,2004-10-26,555-5111,940 Hai Ba Trung,Da Nang,Information Technology
Hoa,Nguyen,hoa.nguyen2086,hoa.nguyen2086@student.sims.edu,,2001-11-24,555-7630,572 Le Loi,Can Tho,Electronics
Binh,Do,binh.do2087,binh.do2087@student.sims.edu,,2003-10-07,555-9598,307 Tran Phu,Ha Noi,Computer Science
Bao,Hoang,bao.hoang2088,bao.hoang2088@student.sims.edu,,2001-05-15,555-3954,178 Le Loi,Hue,Business
Yen,Le,yen.le2089,yen.le2089@student.sims.edu,,2003-07-17,555-1397,577 Le Loi,Hai Phong,Electronics
Hoa,Bui,hoa.bui2090,hoa.bui2090@student.sims.edu,,2005-08-09,555-7074,624 Hai Ba Trung,Hai Phong,Information Technology
Nga,Ho,nga.ho2091,nga.ho2091@student.sims.edu,,2001-01-11,555-6102,84 Nguyen Hue,Can Tho,Information Technology
Tam,Le,tam.le2092,tam.le2092@student.sims.edu,,2005-11-20,555-8536,695 Tran Phu,Can Tho,Business
Tuan,Ho,tuan.ho2093,tuan.ho2093@student.sims.edu,,2004-02-06,555-7328,926 Tran Phu,Can Tho,Business
Ha,Hoang,ha.hoang2094,ha.hoang2094@student.sims.edu,,2004-12-08,555-8607,170 Tran Phu,Hue,Information Technology
Lan,Dang,lan.dang2095,lan.dang2095@student.sims.edu,,2003-10-24,555-9420,53 Hai Ba Trung,Da Nang,Business
Vy,Dang,vy.dang2096,vy.dang2096@student.sims.edu,,2001-01-02,555-6857,887 Tran Phu,Can Tho,Mathematics
Hung,Pham,hung.pham2097,hung.pham2097@student.sims.edu,,2004-06-01,555-1795,248 Le Loi,Can Tho,Business
Tam,Tran,tam.tran2098,tam.tran2098@student.sims.edu,,2002-09-21,555-7617,741 Nguyen Hue,Ha Noi,Mathematics
An,Duong,an.duong2099,an.duong2099@student.sims.edu,,2002-10-04,555-4634,308 Tran Phu,Ho Chi Minh,Mathematics
Nga,Ly,nga.ly2100,nga.ly2100@student.sims.edu,,2003-02-16,555-2804,822 Tran Phu,Da Nang,Business
Hoa,Duong,hoa.duong2101,hoa.duong2101@student.sims.edu,,2003-04-23,555-5431,939 Hai Ba Trung,Ha Noi,Business
Lan,Vo,lan.vo2102,lan.vo2102@student.sims.edu,,2003-11-12,555-7387,301 Hai Ba Trung,Hai Phong,Computer Science
Minh,Nguyen,minh.nguyen2103,minh.nguyen2103@student.sims.edu,,2005-09-10,555-7277,657 Tran Phu,Da Nang,Computer Science
Bao,Huynh,bao.huynh2104,bao.huynh2104@student.sims.edu,,2005-09-18,555-2561,353 Tran Phu,Ho Chi Minh,Information Technology
An,Dang,an.dang2105,an.dang2105@student.sims.edu,,2002-03-07,555-9988,717 Tran Phu,Can Tho,Mathematics
Vy,Huynh,vy.huynh2106,vy.huynh2106@student.sims.edu,,2002-04-07,555-2468,963 Hai Ba Trung,Can Tho,Business
Giang,Ho,giang.ho2107,giang.ho2107@student.sims.edu,,2002-09-08,555-5443,625 Tran Phu,Hue,Physics
Nam,Vu,nam.vu2108,nam.vu2108@student.sims.edu,,2003-06-24,555-1065,989 Hai Ba Trung,Hue,Business
Vy,Vu,vy.vu2109,vy.vu2109@student.sims.edu,,2003-10-02,555-6474,696 Le Loi,Nha Trang,Computer Science
Trang,Duong,trang.duong2110,trang.duong2110@student.sims.edu,,2002-01-10,555-3238,600 Nguyen Hue,Ho Chi Minh,Business
An,Tran,an.tran2111,an.tran2111@student.sims.edu,,2004-01-04,555-5841,483 Tran Phu,Can Tho,Information Technology
Tam,Ly,tam.ly2112,tam.ly2112@student.sims.edu,,2002-08-21,555-1322,949 Nguyen Hue,Nha Trang,Business
Bao,Nguyen,bao.nguyen2113,bao.nguyen2113@student.sims.edu,,2005-07-07,555-6471,780 Tran Phu,Hai Phong,Physics
Dung,Duong,dung.duong2114,dung.duong2114@student.sims.edu,,2002-08-09,555-2550,567 Hai Ba Trung,Ho Chi Minh,Physics
Mai,Vu,mai.vu2115,mai.vu2115@student.sims.edu,,2005-12-11,555-8110,589 Tran Phu,Ho Chi Minh,Information Technology
Nam,Huynh,nam.huynh2116,nam.huynh2116@student.sims.edu,,2003-09-15,555-2551,682 Hai Ba Trung,Hai Phong,Business
Ha,Pham,ha.pham2117,ha.pham2117@student.sims.edu,,2004-07-03,555-2378,168 Nguyen Hue,Ho Chi Minh,Computer Science
Chi,Pham,chi.pham2118,chi.pham2118@student.sims.edu,,2002-01-14,555-4436,978 Hai Ba Trung,Ha Noi,Physics
Linh,Vu,linh.vu2119,linh.vu2119@student.sims.edu,,2001-06-18,555-6166,901 Hai Ba Trung,Ha Noi,Physics
Thu,Vo,thu.vo2120,thu.vo2120@student.sims.edu,,2001-12-25,555-4086,602 Hai Ba Trung,Nha Trang,Mathematics
Quang,Duong,quang.duong2121,quang.duong2121@student.sims.edu,,2002-02-03,555-4897,785 Nguyen Hue,Hai Phong,Business
Giang,Ly,giang.ly2122,giang.ly2122@student.sims.edu,,2001-05-07,555-4755,561 Tran Phu,Ho Chi Minh,Electronics
Nga,Le,nga.le2123,nga.le2123@student.sims.edu,,2003-09-02,555-7445,935 Nguyen Hue,Hue,Physics
Trang,Duong,trang.duong2124,trang.duong2124@student.sims.edu,,2002-11-28,555-4460,585 Tran Phu,Can Tho,Business
Trang,Huynh,trang.huynh2125,trang.huynh2125@student.sims.edu,,2002-03-06,555-7930,858 Le Loi,Hai Phong,Physics
Tuan,Vo,tuan.vo2126,tuan.vo2126@student.sims.edu,,2004-12-19,555-9558,366 Nguyen Hue,Ho Chi Minh,Computer Science
Duc,Ngo,duc.ngo2127,duc.ngo2127@student.sims.edu,,2004-05-13,555-2067,686 Le Loi,Hai Phong,Computer Science
Phong,Bui,phong.bui2128,phong.bui2128@student.sims.edu,,2004-11-24,555-7713,212 Nguyen Hue,Hue,Information Technology
Lan,Hoang,lan.hoang2129,lan.hoang2129@student.sims.edu,,2002-11-01,555-1329,522 Le Loi,Da Nang,Mathematics
Ha,Dang,ha.dang2130,ha.dang2130@student.sims.edu,,2002-07-12,555-2144,401 Le Loi,Hai Phong,Computer Science
Minh,Ly,minh.ly2131,minh.ly2131@student.sims.edu,,2001-01-21,555-3969,497 Le Loi,Nha Trang,Electronics
Mai,Vo,mai.vo2132,mai.vo2132@student.sims.edu,,2003-06-25,555-8575,366 Le Loi,Da Nang,Physics
Thao,Le,thao.le2133,thao.le2133@student.sims.edu,,2005-01-24,555-4144,382 Nguyen Hue,Can Tho,Business
Giang,Ngo,giang.ngo2134,giang.ngo2134@student.sims.edu,,2005-11-11,555-5059,553 Nguyen Hue,Ha Noi,Electronics
Chi,Ngo,chi.ngo2135,chi.ngo2135@student.sims.edu,,2003-07-16,555-2307,194 Hai Ba Trung,Hai Phong,Computer Science
Khanh,Huynh,khanh.huynh2136,khanh.huynh2136@student.sims.edu,,2002-07-18,555-2583,145 Nguyen Hue,Ho Chi Minh,Business
Thao,Vo,thao.vo2137,thao.vo2137@student.sims.edu,,2003-12-15,555-4009,149 Hai Ba Trung,Nha Trang,Business
Tam,Dang,tam.dang2138,tam.dang2138@student.sims.edu,,2002-01-26,555-4977,582 Tran Phu,Hue,Electronics
Ngoc,Pham,ngoc.pham2139,ngoc.pham2139@student.sims.edu,,2004-10-06,555-5403,271 Hai Ba Trung,Ho Chi Minh,Computer Science
Binh,Huynh,binh.huynh2140,binh.huynh2140@student.sims.edu,,2005-07-13,555-2198,541 Tran Phu,Can Tho,Business
Khanh,Ho,khanh.ho2141,khanh.ho2141@student.sims.edu,,2004-08-17,555-7831,948 Hai Ba Trung,Ha Noi,Mathematics
Ha,Pham,ha.pham2142,ha.pham2142@student.sims.edu,,2004-11-13,555-2910,846 Tran Phu,Nha Trang,Information Technology
Mai,Huynh,mai.huynh2143,mai.huynh2143@student.sims.edu,,2004-03-05,555-2733,284 Hai Ba Trung,Can Tho,Electronics
Chi,Do,chi.do2144,chi.do2144@student.sims.edu,,2003-06-17,555-2468,777 Hai Ba Trung,Ho Chi Minh,Mathematics
Thao,Vo,thao.vo2145,thao.vo2145@student.sims.edu,,2004-03-03,555-4367,919 Tran Phu,Ha Noi,Physics
Mai,Vo,mai.vo2146,mai.vo2146@student.sims.edu,,2002-01-27,555-7147,605 Tran Phu,Hai Phong,Electronics
Nam,Vu,nam.vu2147,nam.vu2147@student.sims.edu,,2002-07-21,555-9247,3 Le Loi,Can Tho,Computer Science
Nam,Vo,nam.vo2148,nam.vo2148@student.sims.edu,,2001-01-10,555-1365,836 Tran Phu,Ho Chi Minh,Information Technology
Yen,Vu,yen.vu2149,yen.vu2149@student.sims.edu,,2001-12-08,555-5825,639 Nguyen Hue,Can Tho,Physics
Trang,Tran,trang.tran2150,trang.tran2150@student.sims.edu,,2005-11-10,555-5919,996 Tran Phu,Ha Noi,Information Technology
Yen,Tran,yen.tran2151,yen.tran2151@student.sims.edu,,2003-07-27,555-6431,419 Nguyen Hue,Ho Chi Minh,Electronics
Tuan,Pham,tuan.pham2152,tuan.pham2152@student.sims.edu,,2001-09-01,555-3360,540 Tran Phu,Ha Noi,Electronics
Hoa,Do,hoa.do2153,hoa.do2153@student.sims.edu,,2001-06-05,555-5424,710 Le Loi,Ha Noi,Electronics
Hung,Ly,hung.ly2154,hung.ly2154@student.sims.edu,,2001-10-09,555-5306,673 Tran Phu,Hai Phong,Physics
Linh,Vu,linh.vu2155,linh.vu2155@student.sims.edu,,2004-07-19,555-3430,187 Tran Phu,Ha Noi,Business
An,Vu,an.vu2156,an.vu2156@student.sims.edu,,2004-07-17,555-4738,666 Le Loi,Ha Noi,Physics
Quang,Do,quang.do2157,quang.do2157@student.sims.edu,,2004-03-05,555-5502,673 Tran Phu,Da Nang,Electronics
Dung,Dang,dung.dang2158,dung.dang2158@student.sims.edu,,2001-04-10,555-4156,250 Le Loi,Hue,Computer Science
Nga,Le,nga.le2159,nga.le2159@student.sims.edu,,2005-06-08,555-5616,704 Le Loi,Ha Noi,Business
Binh,Pham,binh.pham2160,binh.pham2160@student.sims.edu,,2004-01-10,555-2543,235 Nguyen Hue,Hai Phong,Mathematics
Dung,Ho,dung.ho2161,dung.ho2161@student.sims.edu,,2002-04-02,555-7265,190 Tran Phu,Ha Noi,Business
Phong,Le,phong.le2162,phong.le2162@student.sims.edu,,2001-09-25,555-1351,316 Hai Ba Trung,Ho Chi Minh,Computer Science
Giang,Duong,giang.duong2163,giang.duong2163@student.sims.edu,,2004-06-01,555-5935,952 Nguyen Hue,Da Nang,Business
Duc,Huynh,duc.huynh2164,duc.huynh2164@student.sims.edu,,2005-06-03,555-5615,556 Le Loi,Ho Chi Minh,Electronics
An,Ho,an.ho2165,an.ho2165@student.sims.edu,,2005-12-18,555-9121,182 Tran Phu,Hue,Electronics
Tam,Vo,tam.vo2166,tam.vo2166@student.sims.edu,,2003-11-01,555-4801,112 Nguyen Hue,Ho Chi Minh,Business
Lan,Vo,lan.vo2167,lan.vo2167@student.sims.edu,,2003-01-25,555-8231,945 Le Loi,Hue,Computer Science
Mai,Hoang,mai.hoang2168,mai.hoang2168@student.sims.edu,,2003-06-22,555-1810,273 Hai Ba Trung,Hai Phong,Information Technology
Duc,Bui,duc.bui2169,duc.bui2169@student.sims.edu,,2003-10-07,555-3680,610 Hai Ba Trung,Ha Noi,Computer Science
Chi,Vo,chi.vo2170,chi.vo2170@student.sims.edu,,2005-04-14,555-1205,504 Nguyen Hue,Nha Trang,Physics
Ngoc,Do,ngoc.do2171,ngoc.do2171@student.sims.edu,,2003-03-26,555-5336,25 Le Loi,Nha Trang,Computer Science
Tuan,Do,tuan.do2172,tuan.do2172@student.sims.edu,,2005-04-14,555-5029,532 Le Loi,Hai Phong,Information Technology
Hai,Ho,hai.ho2173,hai.ho2173@student.sims.edu,,2005-03-19,555-5273,310 Tran Phu,Ha Noi,Electronics
Hoa,Do,hoa.do2174,hoa.do2174@student.sims.edu,,2004-09-06,555-1009,494 Le Loi,Hai Phong,Business
Ngoc,Do,ngoc.do2175,ngoc.do2175@student.sims.edu,,2002-03-13,555-1208,722 Nguyen Hue,Can Tho,Business
Nga,Nguyen,nga.nguyen2176,nga.nguyen2176@student.sims.edu,,2005-03-22,555-1274,852 Nguyen Hue,Can Tho,Information Technology
Thao,Tran,thao.tran2177,thao.tran2177@student.sims.edu,,2002-07-08,555-5259,516 Hai Ba Trung,Hai Phong,Computer Science
Lan,Vu,lan.vu2178,lan.vu2178@student.sims.edu,,2001-12-23,555-8006,651 Hai Ba Trung,Ho Chi Minh,Business
Yen,Ly,yen.ly2179,yen.ly2179@student.sims.edu,,2001-01-08,555-9548,828 Nguyen Hue,Can Tho,Mathematics
Khanh,Ly,khanh.ly2180,khanh.ly2180@student.sims.edu,,2005-10-17,555-4230,541 Nguyen Hue,Hai Phong,Mathematics
Hai,Duong,hai.duong2181,hai.duong2181@student.sims.edu,,2005-08-18,555-6907,514 Hai Ba Trung,Hai Phong,Computer Science
Yen,Le,yen.le2182,yen.le2182@student.sims.edu,,2005-07-25,555-3230,154 Hai Ba Trung,Nha Trang,Electronics
Bao,Ly,bao.ly2183,bao.ly2183@student.sims.edu,,2004-04-11,555-4082,872 Tran Phu,Can Tho,Business
Mai,Ngo,mai.ngo2184,mai.ngo2184@student.sims.edu,,2004-01-06,555-7367,769 Nguyen Hue,Nha Trang,Physics
Thu,Pham,thu.pham2185,thu.pham2185@student.sims.edu,,2004-10-24,555-3988,972 Le Loi,Can Tho,Information Technology
Duc,Do,duc.do2186,duc.do2186@student.sims.edu,,2003-03-09,555-9457,138 Tran Phu,Ho Chi Minh,Physics
Linh,Do,linh.do2187,linh.do2187@student.sims.edu,,2005-07-09,555-8126,711 Hai Ba Trung,Ha Noi,Physics
Tam,Do,tam.do2188,tam.do2188@student.sims.edu,,2001-03-21,555-6325,511 Tran Phu,Ha Noi,Computer Science
Tuan,Ly,tuan.ly2189,tuan.ly2189@student.sims.edu,,2004-10-21,555-6340,474 Le Loi,Nha Trang,Computer Science
Ha,Dang,ha.dang2190,ha.dang2190@student.sims.edu,,2003-05-08,555-3026,397 Le Loi,Hai Phong,Information Technology
Linh,Dang,linh.dang2191,linh.dang2191@student.sims.edu,,2003-05-02,555-7890,15 Nguyen Hue,Ha Noi,Information Technology
Thao,Ngo,thao.ngo2192,thao.ngo2192@student.sims.edu,,2003-08-27,555-6628,921 Le Loi,Da Nang,Electronics
Chi,Duong,chi.duong2193,chi.duong2193@student.sims.edu,,2004-01-14,555-1396,50 Le Loi,Hue,Physics
Tuan,Vo,tuan.vo2194,tuan.vo2194@student.sims.edu,,2003-11-26,555-5777,742 Tran Phu,Hai Phong,Physics
Dung,Nguyen,dung.nguyen2195,dung.nguyen2195@student.sims.edu,,2001-06-21,555-8299,621 Hai Ba Trung,Ha Noi,Computer Science
Ngoc,Le,ngoc.le2196,ngoc.le2196@student.sims.edu,,2001-11-24,555-9209,855 Le Loi,Hue,Information Technology
Vy,Duong,vy.duong2197,vy.duong2197@student.sims.edu,,2005-07-20,555-1372,607 Tran Phu,Hue,Electronics
Linh,Duong,linh.duong2198,linh.duong2198@student.sims.edu,,2003-03-08,555-3109,309 Nguyen Hue,Nha Trang,Physics
Yen,Dang,yen.dang2199,yen.dang2199@student.sims.edu,,2004-05-05,555-6265,585 Nguyen Hue,Hue,Information Technology
Yen,Hoang,yen.hoang2200,yen.hoang2200@student.sims.edu,,2005-08-27,555-6372,322 Le Loi,Can Tho,Information Technology
Tam,Le,tam.le2201,tam.le2201@student.sims.edu,,2001-06-20,555-4551,875 Tran Phu,Da Nang,Business
Nam,Ly,nam.ly2202,nam.ly2202@student.sims.edu,,2005-06-23,555-8498,492 Hai Ba Trung,Da Nang,Physics
Dung,Vo,dung.vo2203,dung.vo2203@student.sims.edu,,2002-11-21,555-2951,471 Nguyen Hue,Can Tho,Business
Linh,Tran,linh.tran2204,linh.tran2204@student.sims.edu,,2002-09-23,555-1594,438 Tran Phu,Hue,Electronics
Tam,Huynh,tam.huynh2205,tam.huynh2205@student.sims.edu,,2001-06-01,555-2010,230 Tran Phu,Ho Chi Minh,Physics
Giang,Hoang,giang.hoang2206,giang.hoang2206@student.sims.edu,,2002-10-02,555-7977,451 Hai Ba Trung,Can Tho,Information Technology
Binh,Ly,binh.ly2207,binh.ly2207@student.sims.edu,,2002-09-24,555-5073,472 Nguyen Hue,Ho Chi Minh,Physics
Dung,Pham,dung.pham2208,dung.pham2208@student.sims.edu,,2003-02-28,555-4017,384 Nguyen Hue,Ha Noi,Electronics
Hung,Dang,hung.dang2209,hung.dang2209@student.sims.edu,,2001-07-01,555-8917,592 Nguyen Hue,Ho Chi Minh,Electronics
Hoa,Hoang,hoa.hoang2210,hoa.hoang2210@student.sims.edu,,2002-02-19,555-6257,889 Tran Phu,Da Nang,Information Technology
Hung,Le,hung.le2211,hung.le2211@student.sims.edu,,2004-08-12,555-1508,153 Hai Ba Trung,Ha Noi,Computer Science
Khanh,Nguyen,khanh.nguyen2212,khanh.nguyen2212@student.sims.edu,,2004-06-09,555-7774,8 Tran Phu,Nha Trang,Business
Trang,Huynh,trang.huynh2213,trang.huynh2213@student.sims.edu,,2001-07-22,555-6374,915 Nguyen Hue,Hai Phong,Mathematics
Hoa,Ho,hoa.ho2214,hoa.ho2214@student.sims.edu,,2004-08-08,555-6208,703 Le Loi,Hai Phong,Mathematics
Yen,Do,yen.do2215,yen.do2215@student.sims.edu,,2001-11-17,555-8697,536 Nguyen Hue,Ho Chi Minh,Mathematics
Nam,Nguyen,nam.nguyen2216,nam.nguyen2216@student.sims.edu,,2002-09-25,555-4623,156 Hai Ba Trung,Nha Trang,Mathematics
Tam,Pham,tam.pham2217,tam.pham2217@student.sims.edu,,2004-01-19,555-3644,312 Nguyen Hue,Hai Phong,Business
Bao,Ho,bao.ho2218,bao.ho2218@student.sims.edu,,2002-02-16,555-2668,854 Nguyen Hue,Nha Trang,Computer Science
Ha,Ho,ha.ho2219,ha.ho2219@student.sims.edu,,2004-01-09,555-9864,252 Hai Ba Trung,Hai Phong,Computer Science
Tuan,Ho,tuan.ho2220,tuan.ho2220@student.sims.edu,,2002-03-24,555-7417,204 Tran Phu,Ho Chi Minh,Computer Science
Nga,Ho,nga.ho2221,nga.ho2221@student.sims.edu,,2004-10-18,555-1229,969 Le Loi,Hue,Information Technology
Duc,Do,duc.do2222,duc.do2222@student.sims.edu,,2004-04-21,555-6072,497 Tran Phu,Ha Noi,Computer Science
Bao,Duong,bao.duong2223,bao.duong2223@student.sims.edu,,2001-04-03,555-7991,858 Hai Ba Trung,Can Tho,Information Technology
Tam,Vo,tam.vo2224,tam.vo2224@student.sims.edu,,2003-03-05,555-5693,592 Hai Ba Trung,Hai Phong,Computer Science
Nga,Ho,nga.ho2225,nga.ho2225@student.sims.edu,,2004-05-07,555-7480,63 Tran Phu,Can Tho,Electronics
Nga,Ly,nga.ly2226,nga.ly2226@student.sims.edu,,2001-12-11,555-9163,890 Tran Phu,Da Nang,Physics
Hoa,Le,hoa.le2227,hoa.le2227@student.sims.edu,,2004-04-10,555-6672,19 Tran Phu,Hai Phong,Electronics
An,Tran,an.tran2228,an.tran2228@student.sims.edu,,2002-07-10,555-4158,371 Hai Ba Trung,Ho Chi Minh,Business
Nga,Nguyen,nga.nguyen2229,nga.nguyen2229@student.sims.edu,,2001-05-04,555-6634,625 Nguyen Hue,Hai Phong,Business
Mai,Vo,mai.vo2230,mai.vo2230@student.sims.edu,,2005-09-02,555-2834,77 Nguyen Hue,Hue,Computer Science
Lan,Bui,lan.bui2231,lan.bui2231@student.sims.edu,,2004-12-11,555-2853,442 Le Loi,Ha Noi,Electronics
Trang,Ngo,trang.ngo2232,trang.ngo2232@student.sims.edu,,2002-04-21,555-2472,15 Tran Phu,Hue,Electronics
An,Huynh,an.huynh2233,an.huynh2233@student.sims.edu,,2001-09-04,555-8668,335 Le Loi,Nha Trang,Information Technology
Mai,Dang,mai.dang2234,mai.dang2234@student.sims.edu,,2005-07-11,555-9155,698 Tran Phu,Ha Noi,Business
Quang,Nguyen,quang.nguyen2235,quang.nguyen2235@student.sims.edu,,2001-06-04,555-4806,612 Nguyen Hue,Nha Trang,Computer Science
An,Ngo,an.ngo2236,an.ngo2236@student.sims.edu,,2003-06-21,555-1170,890 Hai Ba Trung,Ho Chi Minh,Computer Science
Ngoc,Do,ngoc.do2237,ngoc.do2237@student.sims.edu,,2004-12-21,555-7567,713 Tran Phu,Hue,Information Technology
Phong,Ly,phong.ly2238,phong.ly2238@student.sims.edu,,2005-05-12,555-1860,166 Nguyen Hue,Can Tho,Electronics
